,id,name,kor_name,description,kor_description,citation_uri,positive_examples,child_ids,restrictions
114,/m/07bgp,Sheep,양,"Sounds associated with the familiar quadrupedal, ruminant mammal typically kept as livestock.",일반적으로 가축으로 사육되는 친숙한 사족보행 반추동물과 관련된 소리.,http://en.wikipedia.org/wiki/Sheep,"['youtu.be/WLxh17NMGA4?start=9&end=19', 'youtu.be/Ee8uGUrgy9w?start=30&end=40', 'youtu.be/97KbMMfCle4?start=30&end=40', 'youtu.be/TdHQYarFtTk?start=11&end=21']",['/m/07q0h5t'],[]
115,/m/025rv6n,Fowl,조류,Sounds associated with the bird species commonly raised for human consumption.,사람이 먹기 위해 흔히 기르는 새 종과 관련된 소리.,http://en.wikipedia.org/wiki/Fowl,"['youtu.be/McKxt245g4w?start=30&end=40', 'youtu.be/GBNj5Bsy6Fk?start=30&end=40', 'youtu.be/X31JvVFCg-w?start=510&end=520', 'youtu.be/pd1CH9ukqEw?start=140&end=150', 'youtu.be/V1F-0D3G0wc?start=220&end=230', 'youtu.be/r2zp3mOVp0g?start=30&end=40', 'youtu.be/XZzicSdJnIE?start=10&end=20', 'youtu.be/JjGjX6lI-V8?start=230&end=240', 'youtu.be/WTKUjbur9_c?start=30&end=40', 'youtu.be/cU9AJygC17I?start=130&end=140', 'youtu.be/B1TLRcWkYEI?start=20&end=30', 'youtu.be/CLlaHYLiThk?start=30&end=40']","['/m/09b5t', '/m/01rd7k', '/m/09ddx', '/m/0dbvp']",[]
116,/m/09b5t,"Chicken, rooster",닭,"Sounds of the very common and widespread domesticated fowl, raised for its eggs and meat.",계란과 고기를 위해 자란 매우 일반적이고 광범위한 길 들여진 닭의 소리.,http://en.wikipedia.org/wiki/Chicken,"['youtu.be/LFscB8kM8Rg?start=22&end=32', 'youtu.be/Jur2s-PBjrw?start=26&end=36', 'youtu.be/dzNfwINix_I?start=20&end=30', 'youtu.be/8mgRjPyCf1E?start=180&end=190', 'youtu.be/Mb5le4wgNw4?start=27&end=37']","['/m/07st89h', '/m/07qn5dc']",[]
117,/m/07st89h,Cluck,꼬꼬,"The soft, low-pitched, and repetitive sound made by chickens.",닭들이 내는 부드럽고 낮은 음조의 반복적인 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=cluck,"['youtu.be/kf9UZ4KULLE?start=70&end=80', 'youtu.be/3xAjsgDxa-k?start=30&end=40', 'youtu.be/h10aRwbbCII?start=230&end=240', 'youtu.be/pDYOiUrK08c?start=60&end=70', 'youtu.be/HmMyQjUUYXI?start=50&end=60']",[],[]
118,/m/07qn5dc,"Crowing, cock-a-doodle-doo",꼬끼오,The multi-syllable warning call made by a rooster (male chicken).,수탉(수컷 닭)이 내는 다중음절의 경고음.,http://wordnetweb.princeton.edu/perl/webwn?s=cock-a-doodle-doo,"['youtu.be/iYv9pCf8EGg?start=210&end=220', 'youtu.be/RXo_RIfsF5w?start=220&end=230', 'youtu.be/a_Lz2H2hwuE?start=1&end=11', 'youtu.be/dX-hbl17gPA?start=5&end=15', 'youtu.be/EMVnxrYkzoM?start=13&end=23', 'youtu.be/Q7d8Cpmd-Iw?start=25&end=35']",[],[]
119,/m/01rd7k,Turkey,칠면조,"Sounds associated with the large poultry bird, originally domesticated in the Americas.",아메리카 대륙에서 길들여진 큰 가금류와 관련된 소리.,http://en.wikipedia.org/wiki/Domesticated_turkey,"['youtu.be/g13AFjJIpMU?start=19&end=29', 'youtu.be/V1F-0D3G0wc?start=220&end=230', 'youtu.be/r2zp3mOVp0g?start=30&end=40', 'youtu.be/XZzicSdJnIE?start=10&end=20', 'youtu.be/JjGjX6lI-V8?start=230&end=240']",['/m/07svc2k'],[]
120,/m/07svc2k,Gobble,고르륵고르륵(칠면조),The characteristic sound made by a turkey cock.,칠면조 수탉이 내는 특유의 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=gobble,"['youtu.be/Y-q_sD0qBFY?start=30&end=40', 'youtu.be/0jWAWkL8Pfw?start=11&end=21', 'youtu.be/d5qR0aff0Kk?start=30&end=40']",[],[]
121,/m/09ddx,Duck,오리,Sounds associated with this collection of waterfowl species.,물새 종들과 관련된 소리.,http://en.wikipedia.org/wiki/Duck,"['youtu.be/ACBC8no-jDs?start=140&end=150', 'youtu.be/7v0S0E5ROXU?start=30&end=40', 'youtu.be/L9AKbLaXCWs?start=40&end=50', 'youtu.be/UiqRyK6SJjI?start=13&end=23', 'youtu.be/320LuZSMlio?start=200&end=210', 'youtu.be/S9cndpKCDTE?start=40&end=50']",['/m/07qdb04'],[]
122,/m/07qdb04,Quack,꽥꽥(오리),The harsh communication sound made by a duck.,오리가 내는 거친 의사소통 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=quack,"['youtu.be/rBod0icgIsE?start=28&end=38', 'youtu.be/k8O07-MW96Q?start=30&end=40', 'youtu.be/h2GONUHtAe0?start=29&end=39', 'youtu.be/OWFFBIDXwt0?start=30&end=40', 'youtu.be/7OSkKoylZmo?start=30&end=40']",[],[]
123,/m/0dbvp,Goose,거위,Sounds associated with this species of larger waterfowl.,더 큰 물새 종들과 관련된 소리.,http://en.wikipedia.org/wiki/Goose,"['youtu.be/WTKUjbur9_c?start=30&end=40', 'youtu.be/cU9AJygC17I?start=130&end=140', 'youtu.be/B1TLRcWkYEI?start=20&end=30', 'youtu.be/CLlaHYLiThk?start=30&end=40', 'youtu.be/ImKzYS6swjg?start=430&end=440', 'youtu.be/8UJKZE773Ro?start=110&end=120', 'youtu.be/s9sbPkAALxw?start=110&end=120']",['/m/07qwf61'],[]
124,/m/07qwf61,Honk,끼루룩끼루룩(거위),The cry of a goose.,거위의 울음소리.,http://wordnetweb.princeton.edu/perl/webwn?s=honk,"['youtu.be/Yvd3CNp4kT8?start=30&end=40', 'youtu.be/DnMzD1SMmsY?start=13&end=23', 'youtu.be/Cz1TdU8GjiA?start=30&end=40', 'youtu.be/4JTY-UtZLPg?start=30&end=40', 'youtu.be/VRJQZQcnv5s?start=30&end=40', 'youtu.be/o5dJd0ZXHrc?start=30&end=40']",[],[]
125,/m/01280g,Wild animals,야생 동물,Sounds associated with animals not normally raised by humans.,보통 사람이 키우지 않는 동물과 관련된 소리.,http://en.wikipedia.org/wiki/Wildlife,"['youtu.be/89IuqwavDU8?start=10&end=20', 'youtu.be/8R6H_3neiL8?start=20&end=30', 'youtu.be/kQ0eoHaF9X8?start=60&end=70', 'youtu.be/Ku1l5EnaZAQ?start=170&end=180', 'youtu.be/UKZrOQfUlIM?start=30&end=40', 'youtu.be/hxnKQk51cMg?start=70&end=80']","['/m/0cdnk', '/m/015p6', '/m/01z5f', '/m/06hps', '/m/03vt0', '/m/09ld4', '/m/078jl', '/m/032n05']",[]
126,/m/0cdnk,"Roaring cats (lions, tigers)",으르렁(고양이과),Sounds associated with the larger and more ferocious wild relatives of cats.,고양이의 더 크고 사나운 야생 친척들과 관련된 소리.,http://en.wikipedia.org/wiki/Panthera,"['youtu.be/R7LrWG51wi4?start=190&end=200', 'youtu.be/rSu1Cr43S2s?start=10&end=20', 'youtu.be/5e_s-Aaic4k?start=90&end=100', 'youtu.be/__-8wVOYH3c?start=70&end=80', 'youtu.be/pQBQBVcSjLk?start=290&end=300']","['/m/04cvmfc', '/m/0ghcn6']",[]
127,/m/04cvmfc,Roar,포효(고양이과),"A deep, bellowing outburst of sound forced through an open mouth, made by a lion or other ""big cat"" species.","사자 또는 다른 ""큰 고양이"" 종의 벌어진 입을 통해 발생된 깊고 큰 소리의 폭발.",http://en.wikipedia.org/wiki/Roar_(utterance),"['youtu.be/V_K53wcR_hc?start=200&end=210', 'youtu.be/IFQGJ_jeTMQ?start=370&end=380', 'youtu.be/JbPNmYKs7P0?start=38&end=48']",[],[]
128,/m/015p6,Bird,새,Sounds associated with the large group of flying vertebrates.,비행하는 척추동물의 큰 그룹과 관련된 소리.,http://en.wikipedia.org/wiki/Bird,"['youtu.be/UPYKFMdmkBI?start=30&end=40', 'youtu.be/h3DVqb55DRQ?start=10&end=20', 'youtu.be/aBQ9m59MrWw?start=40&end=50', 'youtu.be/W1Wp4zzxtZc?start=10&end=20', 'youtu.be/U0YJy6vQA4c?start=20&end=30', 'youtu.be/9yPUjp9LLsE?start=310&end=320', 'youtu.be/hjicO_5mHF8?start=100&end=110', 'youtu.be/TSbkLVHTETY?start=30&end=40']","['/m/020bb7', '/m/0h0rv', '/m/04s8yn', '/m/09d5_', '/m/01dwxx', '/m/05_wcq']",[]
129,/m/020bb7,"Bird vocalization, bird call, bird song",새소리,"Bird communication calls, often considered melodious to the human ear.",인간의 귀에 듣기 좋은 또는 음악 같은 조류의 의사 소통 소리.,http://en.wikipedia.org/wiki/Bird_vocalization,"['youtu.be/ouPPVBBOODI?start=40&end=50', 'youtu.be/s2QGitj2jUc?start=170&end=180', 'youtu.be/wT52hDSLFTo?start=340&end=350', 'youtu.be/492jB4DXETM?start=240&end=250', 'youtu.be/uQB9xtJvgUk?start=30&end=40', 'youtu.be/LCFO6o812y0?start=350&end=360', 'youtu.be/QtZ6qZdacwc?start=70&end=80', 'youtu.be/2bUbSeUd9n8?start=30&end=40']","['/m/07pggtn', '/m/07sx8x_']",[]
130,/m/07pggtn,"Chirp, tweet",짹짹(새),A brief sound as made by a small bird.,작은 새가 내는 짧은 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=chirp,"['youtu.be/TSGfF4opE18?start=120&end=130', 'youtu.be/DAmwRR8EWlc?start=380&end=390', 'youtu.be/YWipp1KTXa8?start=480&end=490', 'youtu.be/f6tGN34_izc?start=90&end=100', 'youtu.be/QS8t1QDrxfo?start=130&end=140', 'youtu.be/sqghcdp_C8I?start=110&end=120']",[],[]
131,/m/07sx8x_,Squawk,깍깍(새),"Abrasive, unpleasant sharp sound produced by a bird.",새가 내는 거칠고 불쾌한 날카로운 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=squawk,"['youtu.be/RtxzI2FngL4?start=20&end=30', 'youtu.be/9EqiEH9fgwc?start=270&end=280', 'youtu.be/apb5dycPX-0?start=7&end=17', 'youtu.be/KaL17J_SMzo?start=400&end=410', 'youtu.be/pw6ZPTpn0bE?start=580&end=590']",[],[]
132,/m/0h0rv,"Pigeon, dove",비둘기,"Sounds associated with these species of birds having short necks and short, slender bills.",짧은 목과 짧고 가느다란 부리를 가진 새의 종류와 관련된 소리.,http://en.wikipedia.org/wiki/Columbidae,"['youtu.be/CF_cw6igH9s?start=30&end=40', 'youtu.be/ngXDfqnWHEU?start=30&end=40', 'youtu.be/K2xIzdu-Ga0?start=30&end=40', 'youtu.be/LZEGjYrMM8o?start=30&end=40', 'youtu.be/F5LddF9IU80?start=30&end=40', 'youtu.be/mmPHyB4iAPA?start=280&end=290', 'youtu.be/jrdY2k4s37c?start=30&end=40', 'youtu.be/jDY9LdYDqhI?start=270&end=280']",['/m/07r_25d'],[]
133,/m/07r_25d,Coo,구구,The sound made by a pigeon or dove.,비둘기나 비둘기가 내는 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=coo,"['youtu.be/AvwSHC92GlY?start=100&end=110', 'youtu.be/IHAteeW3JME?start=30&end=40', 'youtu.be/R5OI1ftOAPs?start=30&end=40', 'youtu.be/LcaLdDWhTb4?start=30&end=40', 'youtu.be/qhuSO2o3nN8?start=30&end=40', 'youtu.be/qizXoi1Re6s?start=30&end=40']",[],[]
134,/m/04s8yn,Crow,까마귀,"Sounds associated with the species of medium-to-large birds, Corvus.",중형에서 대형 조류인 코르부스와 관련된 소리.,http://en.wikipedia.org/wiki/Corvus,"['youtu.be/NJgk6yyMcIY?start=490&end=500', 'youtu.be/EdvEBEGRWkM?start=30&end=40', 'youtu.be/iDYQtYqbFMA?start=40&end=50', 'youtu.be/VHQjG81NcXE?start=30&end=40', 'youtu.be/g6hFofVOmVU?start=170&end=180']",['/m/07r5c2p'],[]
135,/m/07r5c2p,Caw,까악,The relatively harsh sound made by corvine birds.,까마귀가 내는 비교적 거친 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=caw,"['youtu.be/xpWvIgTbq80?start=30&end=40', 'youtu.be/F7TE4bTue80?start=7&end=17', 'youtu.be/gyW4t5ogLyE?start=30&end=40', 'youtu.be/zQjpa4I__Ag?start=30&end=40']",[],[]
136,/m/09d5_,Owl,올빼미,Sounds associated with the mostly solitary and nocturnal carnivorous birds from the order Strigiformes.,주로 외톨이 또는 야행성 육식성 조류와 관련된 소리.,http://en.wikipedia.org/wiki/Owl,"['youtu.be/PJRrqdRbh0Q?start=40&end=50', 'youtu.be/LEJWmpErDRY?start=30&end=40', 'youtu.be/HQuy1_EDCkA?start=30&end=40', 'youtu.be/hVsaTVUOzxk?start=30&end=40', 'youtu.be/ZLXmK5dVGe0?start=30&end=40', 'youtu.be/yw-hqbvLLbc?start=30&end=40']",['/m/07r_80w'],[]
137,/m/07r_80w,Hoot,부엉부엉,The loud raucous cry of an owl.,부엉이의 요란한 울음소리.,http://wordnetweb.princeton.edu/perl/webwn?s=hoot,"['youtu.be/m_39THY6PfY?start=30&end=40', 'youtu.be/ILv7AQF-ltI?start=30&end=40', 'youtu.be/dOeLFbMH09A?start=25&end=35']",[],[]
138,/m/01dwxx,"Gull, seagull",갈매기,Sounds associated with the family of seabirds often encountered in coastal regions.,해안 지역에서 흔히 볼 수 있는 바다새과와 관련된 소리.,http://en.wikipedia.org/wiki/Owl,[],[],[]
139,/m/05_wcq,"Bird flight, flapping wings",날갯짓,Sounds caused by a bird's use of its wings to travel through the air.,새가 하늘을 날기 위해 날개를 사용해서 나는 소리.,http://en.wikipedia.org/wiki/Bird_flight,"['youtu.be/BUM9FcAvxJc?start=50&end=60', 'youtu.be/SwZxKE3CnEg?start=80&end=90', 'youtu.be/v_IaZzdchY8?start=30&end=40', 'youtu.be/miNSZxKnDsM?start=180&end=190']",[],[]
140,/m/01z5f,"Canidae, dogs, wolves",개과,Sounds associated with the wild relatives of domesticated dogs.,길 들여진 개의 야생 친척과 관련된 소리.,http://en.wikipedia.org/wiki/Canidae,"['youtu.be/OFBbWkmHWok?start=40&end=50', 'youtu.be/IRcPJNZkCTc?start=40&end=50', 'youtu.be/L_1BdQxn5Is?start=30&end=40', 'youtu.be/0HMa_BIbTo0?start=60&end=70', 'youtu.be/ExcQZFswFks?start=60&end=70', 'youtu.be/HV346cLZxpA?start=30&end=40', 'youtu.be/zxEWn0uqw0A?start=30&end=40', 'youtu.be/CqKcyXt6laA?start=14&end=24']","['/m/07qf0zm', '/m/0ghcn6']",[]
141,/m/06hps,"Rodents, rats, mice",설치류,"Sounds associated with the small mammals of the order Rodentia, found in vast numbers on all continents except Antarctica.","설치류목의 작은 포유류와 관련된 소리이며, 남극 대륙을 제외한 모든 대륙에서 방대한 수의 포유류가 발견된다.",http://en.wikipedia.org/wiki/Rodent,"['youtu.be/BGEMgl1xjac?start=340&end=350', 'youtu.be/mrcePXm-R0Y?start=110&end=120', 'youtu.be/U3zf6nQ6pUE?start=10&end=20', 'youtu.be/xtzjBhvhBmY?start=150&end=160']","['/m/04rmv', '/m/02021', '/m/07r4gkf']",[]
142,/m/04rmv,Mouse,생쥐,Sounds associated with the familiar small rodent.,친숙한 작은 설치류와 관련된 소리.,http://en.wikipedia.org/wiki/Mouse,"['youtu.be/CtfoWY3GqM4?start=60&end=70', 'youtu.be/hvBFjdYnW4U?start=30&end=40', 'youtu.be/KU4WtmR753Y?start=20&end=30']",[],[]
143,/m/02021,Chipmunk,다람쥐,"Sounds associated with the small, striped rodents of the family Sciuridae.",작은 줄무늬 설치류와 관련된 소리.,http://en.wikipedia.org/wiki/Chipmunk,"['youtu.be/6-X5_NZA9Pw?start=2&end=12', 'youtu.be/kipCBDj28-U?start=30&end=40']",[],[]
144,/m/07r4gkf,Patter,타닥타닥(동물),"A quick succession of light rapid sounds, usually suggesting the locomotion of small animals.","가벼운 빠른 소리, 혹은 그것이 연속된 소리이며 보통 작은 동물들의 움직임을 암시하는 소리.",http://wordnetweb.princeton.edu/perl/webwn?s=patter,"['youtu.be/l5CAOayPe4E?start=50&end=60', 'youtu.be/2ay8uwJNX1E?start=30&end=40']",[],['blacklist']
145,/m/03vt0,Insect,곤충,"Sounds associated with invertebrates from the arthropod phylum that have a chitinous exoskeleton, a three-part body, three pairs of jointed legs, compound eyes, and one pair of antennae.","절지동물 문에서 나오는 무척추동물과 관련된 소리로, 키친성 외골격, 3부 몸체, 3쌍의 관절다리, 복안, 그리고 1쌍의 더듬이를 가지고 있다.",http://en.wikipedia.org/wiki/Insect,"['youtu.be/hIBwx8JqEJI?start=410&end=420', 'youtu.be/Df8ayuKMUUs?start=50&end=60', 'youtu.be/2VZeKEW4crE?start=50&end=60', 'youtu.be/T455LBU8lfU?start=230&end=240', 'youtu.be/CL7qusrB888?start=20&end=30', 'youtu.be/WVQz8LM_SNI?start=70&end=80']","['/m/09xqv', '/m/09f96', '/m/0h2mp', '/m/01h3n']",[]
146,/m/09xqv,Cricket,귀뚜라미,"Sounds associated with these relatives of grasshoppers characterized by enlarged hind legs, providing power for jumping. Crickets are mainly nocturnal, and are best known for the loud, persistent, chirping song of males trying to attract females.","메뚜기들의 친척들과 관련된 소리. 뒷다리가 큰 것이 특징이며, 점프를 위한 힘을 제공한다. 귀뚜라미는 주로 야행성 동물이며, 암컷을 유혹하려는 수컷의 크고 끈질긴 지저귀는 노래로 가장 잘 알려져 있다.",http://en.wikipedia.org/wiki/Cricket_(insect),"['youtu.be/B3aFxHuR7bY?start=30&end=40', 'youtu.be/LxUJwOOpJws?start=110&end=120', 'youtu.be/jypEvhhECH4?start=70&end=80', 'youtu.be/X0xdCeFkk08?start=450&end=460']",[],[]
147,/m/09f96,Mosquito,모기,"Sounds associated with these small, midge-like flies whose tube-like mouth parts pierce the hosts' skin to consume blood.","튜브 모양의 입 부분이 숙주의 피부를 뚫고 피를 얻는, 작고 미더덕 같은 파리들과 관련이 있는 소리",http://en.wikipedia.org/wiki/Mosquito,"['youtu.be/OIkpYphVHVI?start=30&end=40', 'youtu.be/crtrt0HbAtg?start=30&end=40', 'youtu.be/hq3e3aKFMjQ?start=30&end=40', 'youtu.be/ccmAp6PBdDI?start=30&end=40', 'youtu.be/p41gzO8pd4k?start=21&end=31']",[],[]
148,/m/0h2mp,"Fly, housefly",파리,"Sounds associated with these insects of the order Diptera, which use only a single pair of wings to fly.",날기 위해 오직 한 쌍의 날개만을 사용하는 딥테라목 곤충들과 관련된 소리.,http://en.wikipedia.org/wiki/Fly,"['youtu.be/OAuVRzogngc?start=340&end=350', 'youtu.be/6UOObVAQS_M?start=30&end=40', 'youtu.be/41G_oW9IQrk?start=20&end=30', 'youtu.be/kiMG-hDyOPk?start=120&end=130', 'youtu.be/U24BkLFGDtg?start=490&end=500']",['/m/07pjwq1'],[]
149,/m/07pjwq1,Buzz,윙윙(곤충),"The sound of rapid vibration, commonly the wings of a flying insect.","빠른 진동, 일반적으로 날아다니는 곤충의 날개 소리.",http://wordnetweb.princeton.edu/perl/webwn?s=buzz,"['youtu.be/hOqnxZQerhw?start=30&end=40', 'youtu.be/tHk9vA5xIPU?start=30&end=40', 'youtu.be/-BZuLO9Uvnw?start=30&end=40', 'youtu.be/A_n04sE1oyw?start=30&end=40']",[],[]
150,/m/01h3n,"Bee, wasp, etc.",벌,"Sounds associated with these closely-related species of flying insects known for pollination, honey-production, and the ability to sting humans.","수분, 꿀 생산, 그리고 사람을 쏘는 능력으로 알려진 날아다니는 곤충 종들과 밀접한 관련이 있는 소리.",http://en.wikipedia.org/wiki/Bee,"['youtu.be/GWmgGN3qwLk?start=280&end=290', 'youtu.be/rdwmkUJzLRQ?start=400&end=410', 'youtu.be/CqkChVlZ0Zc?start=480&end=490', 'youtu.be/uGS7O46tlSo?start=70&end=80', 'youtu.be/Uax2BiqOKEg?start=130&end=140', 'youtu.be/N2arYiB9j-g?start=100&end=110']",['/m/07pjwq1'],[]
151,/m/09ld4,Frog,개구리,"Sounds associated with the short-bodied, tailless amphibians composing the order Anura.",짧은 몸에 꼬리가 없는 아누라목을 구성하는 양서류들과 관련된 소리.,http://en.wikipedia.org/wiki/Frog,"['youtu.be/duywiEdH7kU?start=9&end=19', 'youtu.be/-IHAaycWLLo?start=30&end=40', 'youtu.be/5NPWv-2F3eM?start=30&end=40', 'youtu.be/JIVTdjGj2eM?start=30&end=40', 'youtu.be/Li8cODFJBJk?start=60&end=70']",['/m/07st88b'],[]
152,/m/07st88b,Croak,개골개골,The harsh hoarse utterance of a frog.,개구리의 거친 쉰 목소리.,http://wordnetweb.princeton.edu/perl/webwn?s=croak,"['youtu.be/_pFSFgPWnjE?start=30&end=40', 'youtu.be/Lc2gZT8Tloc?start=30&end=40', 'youtu.be/cX3Zrrld1Tk?start=9&end=19', 'youtu.be/QfkpNf93T-Y?start=30&end=40', 'youtu.be/BA8YrMd7KVk?start=320&end=330', 'youtu.be/_SNr4XpbqNQ?start=30&end=40']",[],[]
153,/m/078jl,Snake,뱀,"Sounds associated with the elongated, legless, carnivorous reptiles of the suborder Serpentes.",뱀아목에 속하는 가늘고 다리가 없는 육식성 파충류와 관련된 소리.,http://en.wikipedia.org/wiki/Snake,"['youtu.be/6_TjTbIt-xo?start=30&end=40', 'youtu.be/w3Bdu-s9Tpk?start=30&end=40']","['/m/07rjwbb', '/m/07qn4z3']",[]
154,/m/07qn4z3,Rattle,달가닥,A rapid series of short loud sounds as of small hard items loose inside a container.,컨테이너 안에 있는 작고 딱딱한 물건들이 헐렁한 듯한 일련의 짧고 큰 소리.,http://wordnetweb.princeton.edu/perl/webwn?s=rattle,"['youtu.be/cmNsnLQSFjw?start=4&end=14', 'youtu.be/TSrlEhhOF5U?start=20&end=30', 'youtu.be/8lhdsS_xrvg?start=30&end=40', 'youtu.be/f5pPVPk_MY4?start=160&end=170', 'youtu.be/uCpEA5JND_c?start=80&end=90']",[],[]
155,/m/032n05,Whale vocalization,고래 의사소통,Sounds produced by whales for different kinds of communication.,고래가 다양한 종류의 의사 소통을 위해 내는 소리.,http://en.wikipedia.org/wiki/Whale_vocalization,"['youtu.be/SayTcZUipZI?start=250&end=260', 'youtu.be/H20tJk2cu-U?start=30&end=40', 'youtu.be/u4-VEvmu9kU?start=30&end=40', 'youtu.be/hx-UWi3VS8o?start=40&end=50']",[],[]
156,/m/04rlf,Music,음악,"Music is an art form and cultural activity whose medium is sound and silence. The common elements of music are pitch, rhythm, dynamics, and the sonic qualities of timbre and texture.","소리와 침묵을 매개로 하는 예술 형태이자 문화 활동. 음악의 공통적인 요소는 음색과 질감의 음색, 리듬, 역동성, 그리고 소리의 특성이다.",http://en.wikipedia.org/wiki/Music,"['youtu.be/E83fRA1wxKU?start=420&end=430', 'youtu.be/uNve6Iyh5jA?start=170&end=180', 'youtu.be/xMsVXjoVvBY?start=570&end=580', 'youtu.be/3MTKFrRID6Y?start=30&end=40', 'youtu.be/jz0EDSpW79Q?start=570&end=580', 'youtu.be/-UVOFRthq_c?start=30&end=40', 'youtu.be/9QxbRgSE0I0?start=30&end=40', 'youtu.be/8P-psJ8v8ZA?start=30&end=40']","['/m/04szw', '/m/0kpv1t', '/t/dd00027', '/t/dd00028', '/t/dd00030']",[]
157,/m/04szw,Musical instrument,악기,"Sounds specifically associated with instruments created, adapted or otherwise used to make musical sounds.","음악적 소리를 내기 위해 만들어지거나, 각색되거나, 다른 방법으로 사용되는 악기와 관련된 소리.",http://en.wikipedia.org/wiki/Musical_instrument,"['youtu.be/7umb9yJpkKU?start=70&end=80', 'youtu.be/5UMC51-0gtY?start=130&end=140', 'youtu.be/7RedoApAa5g?start=50&end=60', 'youtu.be/kkEwhEEe42E?start=50&end=60', 'youtu.be/2SebmDnbwu8?start=120&end=130', 'youtu.be/74CdH7qHL9Q?start=30&end=40']","['/m/0fx80y', '/m/05148p4', '/m/0l14md', '/m/05pd6', '/m/01kcd', '/m/0l14_3', '/m/085jw', '/m/03m5k', '/m/0l14jd', '/m/0395lw', '/m/03qjg', '/m/0mkg', '/m/0192l', '/m/02bxd', '/m/0l14l2', '/m/07kc_', '/m/0l14t7', '/m/05229', '/m/01vj9c', '/m/01hgjl']",[]
158,/m/0fx80y,Plucked string instrument,발현 악기,"Sounds of a musical instrument using tensioned strings to produce tones, where the usual mode of playing is to pull and release the strings to cause them to vibrate.","긴장된 현을 사용하여 음을 생성하는 악기의 소리이며, 일반적인 연주 방식은 현을 당겼다 놓아서 진동을 일으키게 하는 것이다.",http://en.wikipedia.org/wiki/Plucked_string_instrument,"['youtu.be/623y1sJMR3k?start=50&end=60', 'youtu.be/cW7XnBXFi6w?start=30&end=40', 'youtu.be/OFWD8T1wqHo?start=80&end=90', 'youtu.be/sYoJJnswtZc?start=180&end=190', 'youtu.be/e6yoR0fEmR0?start=30&end=40', 'youtu.be/BxOQq1ZNtCk?start=30&end=40', 'youtu.be/wBK_7cToiNU?start=50&end=60', 'youtu.be/h-UHIxkUhBM?start=90&end=100']","['/m/0342h', '/m/018j2', '/m/0jtg0', '/m/04rzd', '/m/01bns_', '/m/07xzm']",[]
159,/m/0342h,Guitar,기타,"Sounds of a string instrument with between 4 and 18 strings (typically 6) running over a fretboard, typically played by strumming or plucking the strings with the right hand while fretting the strings with the fingers of the left hand.","4~18개의 현이 있는 현악기(일반적으로 6개)가 프렛보드 위에서 울리는 소리이며, 일반적으로 왼손 손가락으로 현을 튕기면서 오른손으로 현을 두드리거나 당기는 방식으로 연주된다.",http://en.wikipedia.org/wiki/Guitar,"['youtu.be/4M8jrnFOsv4?start=250&end=260', 'youtu.be/3a7ZQYncZzo?start=30&end=40', 'youtu.be/03zEmRftWkE?start=30&end=40', 'youtu.be/0EZTOSkuFy0?start=30&end=40', 'youtu.be/WhcHkiTCg2Y?start=10&end=20', 'youtu.be/YophyPW6R2M?start=40&end=50', 'youtu.be/NtjgQir_GwM?start=390&end=400']","['/m/02sgy', '/m/018vs', '/m/042v_gx', '/m/06w87', '/m/01glhc', '/m/07s0s5r']",[]
160,/m/02sgy,Electric guitar,전자 기타,"Sounds of a guitar that uses a pickup to convert the vibration of its strings (which are typically made of metal, and which occurs when a guitarist strums, plucks, or fingerpicks the strings) into electrical impulses, which are then amplified and converted to sound.",픽업을 사용하여 현의 진동을 전기 펄스로 변환하고 증폭시킨 뒤 다시 소리로 변환하는 기타의 소리. (일반적으로 금속으로 제작되며 기타리스트가 현을 두드리거나 당길 때 발생함),http://en.wikipedia.org/wiki/Electric_guitar,"['youtu.be/vsseT3Rm88s?start=250&end=260', 'youtu.be/GCz2JE4UUxs?start=120&end=130', 'youtu.be/rEpG-An1E_g?start=470&end=480', 'youtu.be/qOkBZPbv85k?start=410&end=420', 'youtu.be/q03HDM5GvMY?start=20&end=30', 'youtu.be/17Lx5LoeI3s?start=30&end=40', 'youtu.be/uUQyXlqMlVo?start=60&end=70']",[],[]
161,/m/018vs,Bass guitar,베이스 기타,Sounds of a relative of the electric guitar with a longer neck and 4 to 6 strings. The common 4-string bass is usually tuned one octave lower than the four lowest pitched strings of a guitar.,목이 길고 줄이 4~6개인 일렉트릭 기타의 친척 소리. 일반적인 4현 베이스는 보통 기타의 가장 낮은 음조의 4현보다 한 옥타브 낮게 조율된다.,http://en.wikipedia.org/wiki/Bass_guitar,"['youtu.be/p4Wapz6rZWc?start=120&end=130', 'youtu.be/f1yunD_7XFI?start=50&end=60', 'youtu.be/3YtCNw7vY3A?start=10&end=20', 'youtu.be/08uDXandwEQ?start=60&end=70', 'youtu.be/9bQeCu-hYfE?start=40&end=50', 'youtu.be/8tV2X-AvdY8?start=50&end=60']",[],[]
